Customer_ID,action_id,action_name,priority_score,channel,template,group
CUS000192,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000193,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000194,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.233196,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000195,REMIND_APP,Nhắc mở app + ưu đãi chung,0.001543,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000196,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.225282,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000197,REMIND_APP,Nhắc mở app + ưu đãi chung,0.008157,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000198,REMIND_APP,Nhắc mở app + ưu đãi chung,0.002171,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000199,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.08538,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000200,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000371,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000201,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,5.2e-05,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000202,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000203,REMIND_APP,Nhắc mở app + ưu đãi chung,0.002483,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000204,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000205,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000206,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000207,REMIND_APP,Nhắc mở app + ưu đãi chung,0.003969,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000208,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000132,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000209,REMIND_APP,Nhắc mở app + ưu đãi chung,0.003264,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000210,REMIND_APP,Nhắc mở app + ưu đãi chung,0.009529,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000211,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,6e-06,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000212,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000213,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000469,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000214,REMIND_APP,Nhắc mở app + ưu đãi chung,0.006563,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000215,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.266003,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000216,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000469,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000217,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000218,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000219,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.126056,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000220,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.223426,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000221,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,1.5e-05,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000222,REMIND_APP,Nhắc mở app + ưu đãi chung,0.002001,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000223,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.118151,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000224,REMIND_APP,Nhắc mở app + ưu đãi chung,0.01064,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000225,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000112,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000226,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000227,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.00066,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000228,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000229,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,8.5e-05,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000230,REMIND_APP,Nhắc mở app + ưu đãi chung,0.005643,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000231,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.143043,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000232,REMIND_APP,Nhắc mở app + ưu đãi chung,0.001532,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000233,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000234,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000235,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000236,REMIND_APP,Nhắc mở app + ưu đãi chung,0.001283,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000237,REMIND_APP,Nhắc mở app + ưu đãi chung,0.004583,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000238,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.125896,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000239,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.27799,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000240,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000241,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000242,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.084167,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000243,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.089826,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000244,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,9.4e-05,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000245,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000246,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,1.7e-05,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000247,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000248,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000719,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000249,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.089977,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000250,REMIND_APP,Nhắc mở app + ưu đãi chung,0.00755,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000251,REMIND_APP,Nhắc mở app + ưu đãi chung,0.004368,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000252,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000253,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000254,REMIND_APP,Nhắc mở app + ưu đãi chung,0.003966,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000255,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000256,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000257,REMIND_APP,Nhắc mở app + ưu đãi chung,0.004563,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000258,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000259,COUPON10,Coupon 10%/bundle deal,0.067674,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000260,REMIND_APP,Nhắc mở app + ưu đãi chung,0.004375,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000261,REMIND_APP,Nhắc mở app + ưu đãi chung,0.003133,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000262,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000263,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000264,REMIND_APP,Nhắc mở app + ưu đãi chung,0.004906,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000265,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000266,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000113,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000267,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000495,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000268,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.119698,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000269,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000270,REMIND_APP,Nhắc mở app + ưu đãi chung,0.002809,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000271,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000272,REMIND_APP,Nhắc mở app + ưu đãi chung,0.008398,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000273,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.122026,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000274,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000275,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.235863,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000276,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.211991,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000277,REMIND_APP,Nhắc mở app + ưu đãi chung,0.001456,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000278,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000158,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000279,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000142,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000280,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000281,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000282,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.210354,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000283,REMIND_APP,Nhắc mở app + ưu đãi chung,0.001262,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000284,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000644,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000285,REMIND_APP,Nhắc mở app + ưu đãi chung,0.005321,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000286,REMIND_APP,Nhắc mở app + ưu đãi chung,0.004952,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000287,REMIND_APP,Nhắc mở app + ưu đãi chung,0.007952,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000288,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000289,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.140043,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000290,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,8.8e-05,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000291,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000292,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.260248,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000293,COUPON10,Coupon 10%/bundle deal,0.08292,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000294,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000215,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000295,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000122,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000296,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000297,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.175092,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000298,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.119445,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000299,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000300,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000301,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.183405,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000302,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.204588,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000303,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.19651,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000304,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000305,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.175178,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000306,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.238654,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000307,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000308,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000742,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000309,REMIND_APP,Nhắc mở app + ưu đãi chung,0.001751,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000310,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.17296,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000311,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000312,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000313,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000314,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000315,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.207351,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000316,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.185067,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000317,REMIND_APP,Nhắc mở app + ưu đãi chung,0.005488,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000318,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.126555,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000319,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000320,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.184404,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000321,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.179369,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000322,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000323,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.076198,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000324,REMIND_APP,Nhắc mở app + ưu đãi chung,0.004916,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000325,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.19061,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000326,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000327,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.125796,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000328,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000142,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000329,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000330,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.21753,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000331,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.268898,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000332,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000333,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000396,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000334,REMIND_APP,Nhắc mở app + ưu đãi chung,0.00144,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000335,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.280227,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000336,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000337,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.271349,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000338,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000339,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.201376,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000340,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000551,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000341,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.216075,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000342,REMIND_APP,Nhắc mở app + ưu đãi chung,0.002859,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000343,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.24819,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000344,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000222,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000345,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.177481,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000346,COUPON10,Coupon 10%/bundle deal,0.151521,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000347,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,7.7e-05,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000348,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000349,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.246699,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000350,REMIND_APP,Nhắc mở app + ưu đãi chung,0.006021,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000351,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000167,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000352,COUPON10,Coupon 10%/bundle deal,0.147673,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000353,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000256,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000354,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000355,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.193502,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000356,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.342423,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000357,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000358,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.177425,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000359,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000360,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000361,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000362,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.245418,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000363,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.000497,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000364,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.292472,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000365,LOYALTY,Đăng ký loyalty/điểm thưởng quay lại,0.088983,In-app,"Thăng hạng loyalty, x2 điểm tuần này",HEAVY
CUS000366,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000367,QUALITY_SWITCH,Chuyển nhà hàng/đảm bảo chất lượng + xin lỗi,0.16792,CS call,"Xin lỗi + đề xuất nhà hàng chất lượng, bảo chứng vệ sinh",HEAVY
CUS000368,REMIND_APP,Nhắc mở app + ưu đãi chung,0.008023,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000369,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000370,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000371,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000372,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000373,NO_ACTION,Không gửi – không đủ điều kiện / ưu tiên thấp,0.0,App,,NONE
CUS000374,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.192736,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000375,REMIND_APP,Nhắc mở app + ưu đãi chung,0.007458,App/Email,"Nhắc mở app, xem ưu đãi chung",LIGHT
CUS000376,EDU_CONTENT,Gợi ý nội dung/giải thích lợi ích,0.00015,App/Email,"Gợi ý nội dung hữu ích, giải thích lợi ích dịch vụ",LIGHT
CUS000377,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.258547,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
CUS000378,COUPON10,Coupon 10%/bundle deal,0.160961,App/Email,Tặng Coupon 10% và gợi ý combo phù hợp,HEAVY
CUS000379,SLA_UP,Ưu tiên giao nhanh/slot VIP + ETA rõ,0.170447,Push/SMS,Ưu tiên giao nhanh + hiển thị ETA rõ cho đơn sắp tới,HEAVY
